«APN»,«Lot_Acreage»,lat,lon,cluster
06-009-b-00b-0043-c-0-0,1.45,35.76377207,-80.24316672,100
06-009-b-00d-0009-0-0-0,1.64,35.76194391,-80.24347087,100
06-010-0-000-0005-0-0-0,0.99,35.75184992,-80.26280837,100
06-010-0-000-0015-0-0-0,2.9,35.75158809,-80.26093847,100
06-010-0-000-0018-0-0-0,6.5,35.75071731,-80.25504807,100
06-010-0-000-0019-0-0-0,6,35.7509639,-80.25684548,100
06-010-0-000-0020-0-0-0,1.51,35.7513055,-80.25932617,100
06-010-0-000-0021-0-0-0,6.5,35.74939591,-80.25545237,100
06-010-0-000-0022-0-0-0,2.73,35.75294933,-80.2628022,100
06-010-0-000-0023-0-0-0,8,35.7499152,-80.25369679,100
06-010-0-000-0026-a-0-0,5,35.75443238,-80.2490725,100
06-010-0-000-0042-0-0-0,6,35.75422723,-80.25948985,100
06-010-0-000-0046-0-0-0,10,35.75198723,-80.25392717,100
06-010-0-000-0054-0-0-0,4.98,35.75050629,-80.24944123,100
06-011-0-000-0011-0-0-0,1.12,35.75286523,-80.26862116,100
06-011-0-000-0014-0-0-0,2.1,35.75264726,-80.26999945,100
06-011-0-000-0014-b-0-0,1.04,35.75197099,-80.26996849,100
06-011-0-000-0015-0-0-0,1.8,35.75318569,-80.27007091,100
06-011-0-000-0016-0-0-0,129.58,35.74840744,-80.2552579,100
06-017-0-000-0005-0-0-0,24.94,35.73918798,-80.25910867,100
06-017-0-000-0005-a-0-0,15.5,35.7378636,-80.25625402,100
06-017-0-000-0011-0-0-0,3,35.74387397,-80.25742456,100
06-017-0-000-0014-0-0-0,1.5,35.74460783,-80.26082994,100
06-017-0-000-0020-0-0-0,22.49,35.74257049,-80.25887364,100
06-017-a-000-0039-0-0-0,1.1,35.74361323,-80.25605441,100
06-017-a-000-0041-0-0-0,1,35.743782,-80.25678249,100
06-010-0-000-0035-h-0-0,10.82,35.7510872,-80.24137555,101
06-010-0-000-0035-i-0-0,2.36,35.75269269,-80.2418013,101
15-006-0-000-0039-0-0-0,2.13,35.7525677,-80.22806763,101
15-006-a-000-0016-0-0-0,1.22,35.75308952,-80.2304247,101
15-013-0-000-0005-0-0-0,20.3,35.75219458,-80.23444269,101
15-013-0-000-0007-0-0-0,5.84,35.74439853,-80.239789,101
15-013-0-000-0008-0-0-0,9.81,35.74174743,-80.23653426,101
15-013-0-000-0009-0-0-0,6.71,35.7397192,-80.23685473,101
15-013-0-000-0010-e-0-0,1.52,35.74211313,-80.23195045,101
15-013-0-000-0011-a-0-0,0.95,35.74128336,-80.23210547,101
15-013-0-000-0011-b-0-0,0.97,35.74136432,-80.23159761,101
15-013-0-000-0012-0-0-0,6.73,35.73990816,-80.23160092,101
15-013-0-000-0015-0-0-0,36.16,35.73810428,-80.22555284,101
15-013-0-000-0017-0-0-0,0.72,35.74029067,-80.22934575,101
15-013-0-000-0021-0-0-0,20.37,35.74746587,-80.22868411,101
15-013-0-000-0021-a-0-0,3.31,35.74830259,-80.22766517,101
15-013-0-000-0031-0-0-0,40.13,35.74713432,-80.22161945,101
15-013-0-000-0031-f-0-0,40.13,35.74497855,-80.22146535,101
15-013-0-000-0060-0-0-0,14.39,35.74495667,-80.23176826,101
15-013-0-000-0070-0-0-0,1.1,35.75017319,-80.22695544,101
15-013-b-000-0002-0-0-0,2.04,35.75172066,-80.2244733,101
15-013-b-000-0008-0-0-0,1.53,35.74937432,-80.22561512,101
15-013-d-000-0007-0-0-0,1.1,35.73890941,-80.22809461,101
15-013-d-000-0008-0-0-0,0.62,35.73883428,-80.22865536,101
15-013-f-000-0001-0-0-0,0.8,35.74524526,-80.23673697,101
15-013-f-000-0004-0-0-0,0.8,35.74494627,-80.2379347,101
15-013-f-000-0004-a-0-0,0.9,35.7451576,-80.23871097,101
15-013-f-000-0010-0-0-0,1,35.74552502,-80.23962841,101
15-013-f-000-0027-0-0-0,0.5,35.74168349,-80.2406043,101
15-013-f-000-0028-0-0-0,0.5,35.74146578,-80.24080307,101
15-013-f-000-0029-0-0-0,0.5,35.74124461,-80.24100398,101
15-013-f-000-0032-0-0-0,0.6,35.7405389,-80.24154896,101
15-013-f-000-0046-0-0-0,0.7,35.74130618,-80.23960178,101
15-013-f-000-0052-0-0-0,0.5,35.74136434,-80.23883487,101
15-013-g-000-0003-0-0-0,1.01,35.74127192,-80.23083108,101
15-013-g-000-0007-0-0-0,0.93,35.74094084,-80.22789384,101
15-013-g-000-0010-0-0-0,0.7,35.74060813,-80.22910184,101
15-014-0-000-0001-0-0-0,99.21,35.73461715,-80.23760847,101
15-014-0-000-0001-a-0-0,29.6,35.73796942,-80.23759567,101
15-014-0-000-0001-b-0-0,21.77,35.73879552,-80.24061383,101
15-014-0-000-0002-c-0-0,1.62,35.73813915,-80.23166123,101
15-014-0-000-0003-0-0-0,11.45,35.73390805,-80.23169721,101
15-014-0-000-0004-0-0-0,7.89,35.73429889,-80.22880531,101
15-014-0-000-0010-g-0-0,10.01,35.73526895,-80.2230252,101
15-014-0-000-0012-0-0-0,27.26,35.7367017,-80.22990706,101
15-014-0-000-0013-0-0-0,31.5,35.73429725,-80.22735632,101
15-014-0-000-0014-0-0-0,30,35.73370831,-80.22482829,101
15-014-a-000-0002-0-0-0,0.89,35.73583102,-80.23321797,101
15-014-a-000-0005-0-0-0,3.21,35.73723807,-80.23268658,101
15-014-a-000-0014-0-0-0,1.51,35.73755069,-80.23177076,101
15-020-0-000-0007-0-0-0,54.58,35.72959537,-80.22740009,101
06-011-0-000-0001-a-0-0,16.9,35.7499989,-80.28514945,102
06-011-0-000-0004-0-0-0,16.32,35.74812922,-80.27891217,102
06-011-0-000-0005-0-0-0,42.09,35.7512732,-80.27258463,102
06-011-0-000-0016-c-0-0,65.41,35.74685256,-80.27370121,102
06-011-0-000-0018-0-0-0,1.02,35.74004501,-80.26367475,102
06-011-0-000-0023-0-0-0,9.32,35.75304069,-80.28517373,102
06-011-0-000-0042-0-0-0,154.76,35.7455222,-80.28210747,102
06-011-0-000-0046-0-0-0,1.39,35.74189862,-80.27897802,102
06-011-0-000-0065-0-0-0,1.39,35.74288794,-80.27881512,102
06-011-0-000-0066-0-0-0,1.59,35.74352104,-80.27871072,102
06-011-0-000-0070-0-0-0,1.48,35.74320449,-80.27876293,102
06-011-a-000-0011-0-0-0,0.525,35.73893129,-80.27492036,102
06-011-a-000-0020-0-0-0,0.528,35.7399424,-80.27744037,102
06-011-b-000-0011-0-0-0,2.58,35.74388783,-80.27274801,102
06-011-d-000-0018-0-0-0,0.586,35.74239229,-80.28619695,102
06-011-e-000-0001-0-0-0,1.5,35.74066058,-80.27899626,102
06-011-e-000-0008-0-0-0,0.5,35.7429111,-80.27753311,102
06-011-f-000-0015-0-0-0,0.6,35.73950134,-80.28034297,102
06-011-f-000-0017-0-0-0,0.7,35.73994198,-80.27967051,102
06-015-0-000-0014-d-0-0,2.24,35.73676916,-80.28941971,102
06-015-0-000-0016-0-0-0,9.96,35.73272856,-80.28836836,102
06-015-0-000-0019-f,5,35.728525,-80.285788,102
06-015-0-000-0038-0-0-0,2.26,35.73758788,-80.29058286,102
06-015-0-000-0038-b-0-0,2.16,35.73751513,-80.28820282,102
06-015-0-000-0038-c-0-0,2.24,35.73755631,-80.28939598,102
06-016-0-000-0004-a-0-0,3.13,35.73317006,-80.2851346,102
06-016-0-000-0005-a-0-0,0.71,35.73307096,-80.28285668,102
06-016-0-000-0008-a-0-0,5.04,35.7350903,-80.28047575,102
06-016-0-000-0013-c-0-0,15.55,35.73058799,-80.27334018,102
06-016-0-000-0015-0-0-0,5.03,35.7356853,-80.27444951,102
06-016-0-000-0015-a-0-0,6.29,35.73540694,-80.27301746,102
06-016-0-000-0015-c-0-0,5.28,35.73721432,-80.27506112,102
06-016-0-000-0015-d-0-0,5.13,35.73765786,-80.27673674,102
06-016-0-000-0015-e-0-0,5.43,35.73795326,-80.27831853,102
06-016-0-000-0015-f-0-0,5.52,35.7369024,-80.27820306,102
06-016-0-000-0015-g-0-0,5.79,35.73598381,-80.27705512,102
06-016-0-000-0015-h-0-0,5.02,35.73582836,-80.27566229,102
06-016-0-000-0018-b-0-0,9.14,35.73576743,-80.27080613,102
06-016-0-000-0045-0-0-0,14.44,35.73456336,-80.27809811,102
06-016-a-000-0008-0-0-0,0.573,35.73722529,-80.28281655,102
06-016-a-000-0024-0-0-0,0.573,35.73651566,-80.28297966,102
06-016-d-000-0014-0-0-0,1,35.73045338,-80.28033301,102
06-016-e-000-0006-0-0-0,0.718,35.73137398,-80.28264453,102
06-016-e-000-0008-0-0-0,0.797,35.7315065,-80.28172295,102
06-016-e-000-0012-0-0-0,0.841,35.73045912,-80.28272903,102
06-016-f-000-0001-0-0-0,1.51,35.73227068,-80.27938193,102
06-017-0-000-0001-0-0-0,5,35.73381761,-80.26635953,102
06-017-0-000-0002-0-0-0,17.64,35.73476032,-80.26712098,102
06-017-0-000-0019-0-0-0,17.03,35.73439215,-80.26112705,102
06-018-0-000-0002-0-0-0,2.98,35.73045828,-80.26440615,102
06-019-0-000-0041-0-0-0,12.87,35.72720081,-80.2755226,102
06-019-0-000-0042-0-0-0,3.82,35.72734778,-80.28027639,102
06-019-0-000-0053-0-0-0,10.77,35.72729152,-80.27776045,102
06-019-0-000-0057-0-0-0,43.89,35.72367225,-80.28138653,102
06-014-0-000-0011-0-0-0,32.61,35.72772763,-80.3091057,103
06-015-0-000-0002-0-0-0,6.07,35.73122592,-80.30354884,103
06-015-0-000-0005-0-0-0,6,35.72812019,-80.30322533,103
06-015-0-000-0006-0-0-0,17.11,35.72712208,-80.30129937,103
06-015-0-000-0010-0-0-0,17.1,35.73692234,-80.3011958,103
06-015-0-000-0018-0-0-0,17,35.73206888,-80.29047787,103
06-015-0-000-0019-d-0-0,3.59,35.72808307,-80.28677235,103
06-015-0-000-0020-a-0-0,0.85,35.73016299,-80.29003787,103
06-015-0-000-0020-b-0-0,12.5,35.72697259,-80.28802657,103
06-015-0-000-0020-d-0-0,1.45,35.72841471,-80.28998375,103
06-015-0-000-0021-0-0-0,11.14,35.72816535,-80.29130469,103
06-015-0-000-0022-0-0-0,9.87,35.7283736,-80.29272665,103
06-015-0-000-0024-0-0-0,8.3,35.72830315,-80.29589892,103
06-015-0-000-0026-0-0-0,11.98,35.72698227,-80.29860917,103
06-015-0-000-0027-0-0-0,45.41,35.72571657,-80.29515127,103
06-015-0-000-0028-0-0-0,12.5,35.72558732,-80.2879313,103
06-015-0-000-0029-0-0-0,12.5,35.72291404,-80.28791542,103
06-015-0-000-0056-0-0-0,5.11,35.7283772,-80.3004866,103
06-019-0-000-0001-0-0-0,48,35.72301245,-80.28477861,103
06-020-0-000-0001-0-0-0,95,35.72110712,-80.29925102,103
06-020-0-000-0003-0-0-0,25,35.72092469,-80.28796418,103
06-020-0-000-0004-0-0-0,15.7,35.72732503,-80.3068313,103
06-020-0-000-0004-a-0-0,10.3,35.73276996,-80.30600206,103
06-020-0-000-0004-b-0-0,216.4,35.71489469,-80.29435566,103
06-020-0-000-0004-c-0-0,43.1,35.71621298,-80.28587734,103
06-022-0-000-0003-0-0-0,94.74,35.71949239,-80.31390962,103
06-022-0-000-0003-a-0-0,94.74,35.71562293,-80.31100928,103
06-022-e-001-0003-a-0-0,1.82,35.71680609,-80.30537113,103
06-022-e-001-0005-0-0-0,2.19,35.71637759,-80.30479967,103
06-022-e-001-0006-0-0-0,2.16,35.7161063,-80.30469804,103
06-022-f-002-0018-0-0-0,2.53,35.7124159,-80.3038751,103
06-022-f-002-0019-0-0-0,3.05,35.71214199,-80.30401332,103
06-022-f-002-0022-c-0-0,2.37,35.71099428,-80.30382386,103
06-017-0-000-0009-0-0-0,46.42,35.73429808,-80.25517383,104
06-017-0-000-0009-a-0-0,11,35.73032838,-80.25588665,104
06-017-0-000-0010-0-0-0,369,35.73499605,-80.25070047,104
06-018-0-000-0021-0-0-0,33.07,35.72379223,-80.25506171,104
06-018-a-000-0038-0-0-0,0.9,35.72195892,-80.25302026,104
06-018-a-000-0040-0-0-0,0.547,35.72114016,-80.25290825,104
06-018-b-000-0001-0-0-0,0.765,35.71682948,-80.25231611,104
15-019-0-000-0001-0-0-0,360.19,35.72337323,-80.22382685,104
15-020-0-000-0001-0-0-0,17.82,35.72604835,-80.24180356,104
15-020-0-000-0001-a-0-0,3.81,35.72767713,-80.24218694,104
15-020-0-000-0001-k-0-0,2.19,35.72798306,-80.23823643,104
15-020-0-000-0001-l-0-0,3.17,35.72742105,-80.23805422,104
15-020-0-000-0001-m-0-0,5.04,35.72656162,-80.23755729,104
15-020-0-000-0001-n-0-0,3.24,35.72772451,-80.23986263,104
15-020-0-000-0001-q-0-0,3.88,35.72599934,-80.23871703,104
15-020-0-000-0001-r-0-0,4.29,35.72597436,-80.23996424,104
15-020-0-000-0007-a-0-0,60.27,35.72337094,-80.24024728,104
15-020-0-000-0007-b-0-0,134.04,35.71948404,-80.237011,104
15-020-0-000-0007-c-0-0,143.62,35.71566103,-80.23430805,104
15-020-0-000-0007-d-0-0,183.87,35.71144702,-80.23427966,104
15-020-0-000-0007-e-0-0,68.87,35.70887614,-80.24240421,104
15-020-0-000-0010-0-0-0,0.91,35.72461246,-80.24508898,104
15-020-0-000-0011-0-0-0,0.57,35.72267455,-80.24556127,104
15-020-0-000-0021-0-0-0,3.24,35.72055666,-80.24543131,104
15-020-0-000-0022-0-0-0,3.64,35.72139687,-80.2455668,104
15-020-0-000-0023-0-0-0,2.04,35.7141385,-80.24469148,104
15-020-0-000-0037-0-0-0,3.56,35.71898147,-80.24336108,104
15-020-0-000-0045-0-0-0,1.79,35.7163811,-80.24559192,104
15-020-c-000-0002-0-0-0,1.97,35.72934287,-80.2374545,104
15-020-c-000-0004-0-0-0,3.21,35.72874421,-80.23637916,104
15-020-c-000-0006-0-0-0,1.73,35.72816637,-80.23612475,104
15-020-c-000-0011-0-0-0,1.45,35.72748999,-80.23511251,104
15-020-c-000-0020-0-0-0,3.22,35.73061413,-80.23353193,104
15-020-c-000-0023-0-0-0,0.94,35.72950691,-80.23193908,104
15-020-c-000-0027-0-0-0,0.88,35.72894902,-80.23110426,104
15-020-c-000-0030-0-0-0,1.05,35.72838563,-80.23184533,104
15-020-c-000-0032-0-0-0,0.79,35.72778575,-80.23252613,104
15-020-c-000-0045-0-0-0,0.81,35.72551479,-80.23184257,104
15-020-c-000-0046-0-0-0,0.97,35.72595858,-80.2318157,104
15-020-c-000-0060-0-0-0,4.87,35.72230881,-80.23223628,104
15-020-c-000-0061-0-0-0,3.13,35.72198582,-80.23286592,104
15-020-c-000-0066-0-0-0,2.03,35.72443369,-80.23579623,104
15-020-c-000-0072-0-0-0,1.84,35.72649333,-80.2367782,104
15-020-d-000-0001-0-0-0,2.83,35.72868036,-80.2415565,104
15-020-d-000-0005-0-0-0,3.62,35.72998284,-80.23991062,104
15-020-d-000-0006-0-0-0,3.82,35.73035727,-80.23951503,104
15-020-d-000-0009-0-0-0,5.84,35.73130742,-80.23666402,104
15-020-e-000-0001-0-0-0,0.73,35.72316798,-80.24515282,104
15-020-e-000-0003-0-0-0,1.04,35.721984,-80.24510534,104
15-020-e-000-0004-0-0-0,0.86,35.72246788,-80.24452173,104
15-021-0-000-0013-0-0-0,2.63,35.70983445,-80.24473494,104
15-021-0-000-0016-0-0-0,1.35,35.71251966,-80.24453729,104
15-022-0-000-0002-0-0-0,137,35.70792335,-80.22744851,104
06-018-0-000-0001-0-0-0,89.66,35.72943509,-80.26052185,105
06-018-0-000-0010-0-0-0,18.37,35.72154478,-80.26471015,105
06-018-0-000-0014-0-0-0,1.14,35.72058977,-80.26242205,105
06-018-0-000-0021-a-0-0,10.49,35.7245581,-80.2573786,105
06-018-0-000-0050-0-0-0,7.9,35.71600967,-80.25519582,105
06-018-0-000-0051-0-0-0,10.93,35.71614396,-80.25669025,105
06-018-0-000-0054-a-0-0,3,35.72446075,-80.25816612,105
06-018-0-000-0054-b-0-0,3.5,35.7259658,-80.25811438,105
06-018-0-000-0059-0-0-0,24.87,35.72397855,-80.26315109,105
06-018-0-000-0067-0-0-0,1.63,35.71868299,-80.25965227,105
06-018-a-000-0053-0-0-0,1,35.72003819,-80.25592711,105
06-019-0-000-0003-0-0-0,2.65,35.71700502,-80.27789734,105
06-019-0-000-0006-0-0-0,5.75,35.71675798,-80.27611692,105
06-019-0-000-0007-0-0-0,5.88,35.71699363,-80.2754963,105
06-019-0-000-0008-0-0-0,48.49,35.71748588,-80.27343424,105
06-019-0-000-0009-a-0-0,1.15,35.71504684,-80.27392384,105
06-019-0-000-0022-d-0-0,4.95,35.71479504,-80.26323166,105
06-019-0-000-0023-a-0-0,4.77,35.71451903,-80.26341629,105
06-019-0-000-0024-a-0-0,10.46,35.71335457,-80.26412534,105
06-019-0-000-0024-c-0-0,10.34,35.7140133,-80.2637005,105
06-019-0-000-0037-0-0-0,17.99,35.71497116,-80.27777879,105
06-019-0-000-0058-0-0-0,48.28,35.7224588,-80.27854578,105
06-019-0-000-0059-0-0-0,23,35.72151994,-80.27697976,105
06-019-0-000-0061-a-0-0,3.07,35.71882062,-80.27725729,105
06-019-b-000-0054-0-0-0,5.42,35.71283548,-80.26610894,105
06-019-b-000-0054-c-0-0,3.72,35.71225653,-80.2653789,105
06-019-b-000-0054-d-0-0,3.02,35.71297608,-80.26487851,105
06-019-b-000-0055-0-0-0,4.77,35.71178931,-80.26352286,105
06-023-0-000-0017-e-0-0,4.23,35.71091249,-80.27704476,105
06-023-0-000-0017-f-0-0,3.88,35.71029338,-80.27775909,105
06-023-0-000-0017-g-0-0,5.1,35.70828691,-80.27847657,105
06-023-0-000-0017-h-0-0,5.56,35.70756758,-80.27738991,105
06-023-0-000-0017-i-0-0,5.83,35.70805605,-80.27609534,105
06-023-0-000-0017-j-0-0,2.09,35.70828391,-80.2746084,105
06-023-0-000-0017-k-0-0,3.96,35.70908726,-80.27510377,105
06-023-0-000-0017-m-0-0,1.99,35.7104316,-80.27551554,105
06-024-0-000-0007-a-0-0,4.58,35.71051978,-80.27204234,105
06-024-0-000-0007-b-0-0,2,35.71178693,-80.27299907,105
06-024-0-000-0007-c-0-0,1.1,35.71246036,-80.27385843,105
06-024-0-000-0008-0-0-0,10,35.71110651,-80.27363758,105
06-024-0-000-0011-0-0-0,52.66,35.70537994,-80.27284608,105
06-024-0-000-0035-0-0-0,32.33,35.70973904,-80.26165184,105
06-024-0-000-0036-0-0-0,2.35,35.70884832,-80.26906812,105
06-024-0-000-0037-0-0-0,2.4,35.70915842,-80.26905987,105
06-024-0-000-0038-0-0-0,2.43,35.70946838,-80.26905406,105
06-024-0-000-0039-0-0-0,2.36,35.7097787,-80.26904809,105
06-024-0-000-0042-0-0-0,40.79,35.70764415,-80.26177733,105
06-024-0-000-0047-0-0-0,13.29,35.71153097,-80.25534876,105
06-024-0-000-0049-a-0-0,8.74,35.71369375,-80.25407915,105
06-024-0-000-0081-0-0-0,1.35,35.70458978,-80.26704922,105
06-024-a-00a-0030-0-0-0,0.524,35.70902375,-80.27273456,105
06-024-a-00b-0017-0-0-0,1,35.71008001,-80.27455416,105
06-022-0-000-0019-0-0-0,1,35.71111776,-80.31313499,106
06-022-g-000-0038-0-0-0,0.7,35.70578764,-80.30620148,106
06-022-g-000-0040-0-0-0,1.51,35.70545773,-80.30477875,106
06-022-h-000-0001-0-0-0,2.83,35.70000821,-80.31068615,106
06-022-h-000-0010-a-0-0,1.74,35.70516187,-80.31450293,106
06-022-h-000-0020-0-0-0,2.23,35.70857795,-80.30919097,106
06-022-h-000-0032-0-0-0,5.14,35.70711377,-80.31012288,106
06-022-h-000-0039-0-0-0,5.28,35.70348327,-80.31379868,106
06-022-h-000-0041-0-0-0,4.35,35.70320188,-80.31197376,106
06-022-h-000-0045-a-0-0,0.91,35.70317679,-80.30977433,106
06-023-0-000-0023-0-0-0,21.42,35.69987212,-80.28891876,106
06-023-a-00g-0018-0-0-0,0.542,35.70748905,-80.29926434,106
06-023-a-00g-0043-0-0-0,0.713,35.70601427,-80.29634884,106
06-027-0-000-0001-0-0-0,268.46,35.69392242,-80.30965766,106
06-027-0-000-0003-a-0-0,1,35.69728504,-80.30392767,106
06-027-0-000-0003-e-0-0,0.77,35.70026481,-80.30273525,106
06-027-0-000-0003-f-0-0,0.91,35.69945495,-80.30242078,106
06-027-0-000-0003-g-0-0,1.3,35.70081914,-80.30281543,106
06-027-0-000-0003-h-0-0,2,35.69868514,-80.30396362,106
06-027-0-000-0003-j-0-0,1.25,35.70007691,-80.30335,106
06-027-0-000-0005-0-0-0,6.45,35.69652853,-80.30442613,106
06-027-0-000-0007-0-0-0,2.8,35.70298115,-80.29369912,106
06-027-0-000-0007-b-0-0,29.25,35.69648871,-80.29795298,106
06-027-0-000-0007-c-0-0,3,35.70135996,-80.29383734,106
06-027-0-000-0007-d-0-0,1.5,35.70240664,-80.29391434,106
06-027-0-000-0007-h-0-0,7,35.70112545,-80.29508876,106
06-027-0-000-0008-f-0-0,3,35.68989159,-80.29717086,106
06-027-0-000-0008-o-0-0,4.69,35.69275867,-80.2953854,106
06-027-0-000-0011-0-0-0,41.04,35.69553554,-80.28981697,106
06-027-0-000-0014-0-0-0,3.01,35.68981874,-80.29340731,106
06-027-0-000-0020-0-0-0,1.74,35.69697056,-80.30218678,106
06-027-0-000-0044-b-0-0,0.96,35.70238552,-80.30273373,106
06-027-a-000-0007-0-0-0,0.568,35.69455332,-80.3046614,106
06-027-c-000-0068-0-0-0,0.81,35.69292995,-80.3042179,106
06-027-d-000-0003-0-0-0,2,35.69349122,-80.3056425,106
06-027-d-000-0018-0-0-0,1.2,35.69369783,-80.3078807,106
06-027-i-000-0004-0-0-0,0.5,35.68998495,-80.29851498,106
06-027-i-000-0005-0-0-0,0.5,35.69005716,-80.29888966,106
06-027-i-000-0006-0-0-0,0.8,35.69079928,-80.29893016,106
06-027-i-000-0007-0-0-0,1.42,35.69092329,-80.29850752,106
06-029-0-000-0005-0-0-0,0.98,35.6884124,-80.30695262,106
06-030-0-000-0002-0-0-0,64.06,35.68327957,-80.29208344,106
06-030-a-000-0023-b-0-0,0.396,35.68665144,-80.30071102,106
06-030-a-000-0035-0-0-0,1.056,35.68500122,-80.29751458,106
06-030-b-00c-0001-0-0-0,0.367,35.68518217,-80.29638613,106
06-030-f-000-0005-0-0-0,1.93,35.68665796,-80.29099,106
06-030-f-000-0013-0-0-0,1.86,35.68806543,-80.29414813,106
06-030-f-000-0014-0-0-0,2.36,35.68798762,-80.29451915,106
06-030-g-000-0016-0-0-0,2.68,35.68781613,-80.29533341,106
06-030-g-000-0018-0-0-0,2.57,35.68783697,-80.29617726,106
06-030-g-000-0019-0-0-0,2.51,35.68785279,-80.29659771,106
06-030-i-000-0007-0-0-0,0.86,35.68615559,-80.28695709,106
15-027-b-000-0004,2.07,35.691138,-80.28491,106
06-022-c-00f-0033-0-0-0,3,35.70021521,-80.31848943,107
06-028-0-000-0002-0-0-0,190.55,35.69092263,-80.3212995,107
06-029-0-000-0001-0-0-0,8.25,35.68305673,-80.32382428,107
06-029-0-000-0001-a-0-0,0.93,35.6787789,-80.32500016,107
06-029-0-000-0002-0-0-0,0.57,35.68626049,-80.30712352,107
06-029-0-000-0003-0-0-0,0.5,35.68607115,-80.30738701,107
06-029-0-000-0006-0-0-0,81,35.68397418,-80.32616795,107
06-029-b-000-0016-0-0-0,0.6,35.68393484,-80.31423905,107
06-029-d-000-0045-0-0-0,0.9,35.6776595,-80.31602051,107
06-029-e-000-0081-0-0-0,1.298,35.68144419,-80.3201587,107
06-029-h-000-0003-0-0-0,0.8,35.68652271,-80.31188397,107
06-029-h-000-0004-0-0-0,0.72,35.68692886,-80.31212979,107
06-029-h-000-0005-0-0-0,0.7,35.68728116,-80.31222561,107
06-029-h-000-0006-0-0-0,2.8,35.68800301,-80.31256951,107
06-029-i-000-0055-0-0-0,1,35.6810032,-80.31636716,107
06-029-i-000-0056-0-0-0,0.89,35.68065307,-80.3164681,107
06-029-i-000-0058-0-0-0,0.93,35.67995995,-80.31651915,107
06-029-i-000-0062-0-0-0,0.73,35.67836592,-80.31706216,107
06-029-i-000-0063-0-0-0,0.76,35.6779077,-80.31719023,107
06-029-i-000-0064-0-0-0,0.88,35.67758648,-80.31772332,107
06-029-i-000-0070-0-0-0,0.7,35.67957379,-80.31750568,107
06-029-i-000-0073-0-0-0,0.91,35.68060446,-80.31752932,107
06-029-i-000-0074-0-0-0,1,35.68094856,-80.31754417,107
06-029-i-000-0077-0-0-0,1.24,35.68043839,-80.32161982,107
06-029-i-000-0088-0-0-0,1.63,35.67948519,-80.32198695,107
06-029-j-000-0001-0-0-0,20.25,35.68632243,-80.31693458,107
06-029-j-000-0003,10.39,35.683154,-80.314121,107
06-029-j-000-0008-0-0-0,5.14,35.68419746,-80.32095765,107
06-029-j-000-0008-a-0-0,5.09,35.68462443,-80.32096653,107
06-029-j-000-0009-0-0-0,10.11,35.68531103,-80.32152097,107
06-029-j-000-0012-0-0-0,10.02,35.68099238,-80.32209346,107
06-030-d-00e-0028-0-0-0,1,35.67745301,-80.30747517,107
06-024-0-000-0014-b-0-0,23,35.70394753,-80.26211715,108
06-024-0-000-0017-c-0-0,1.71,35.70449774,-80.25073391,108
06-024-0-000-0017-h-0-0,4,35.70469666,-80.25608535,108
06-024-0-000-0017-k-0-0,3.92,35.70439712,-80.26021246,108
06-024-0-000-0017-l-0-0,2.77,35.7039133,-80.25848622,108
06-024-0-000-0018-0-0-0,1.08,35.7077589,-80.25267235,108
06-024-0-000-0019-0-0-0,11.87,35.70882275,-80.255169,108
06-024-0-000-0031-0-0-0,1,35.70362101,-80.25661516,108
06-024-0-000-0032-0-0-0,1,35.703675,-80.25688335,108
06-024-0-000-0057-0-0-0,1.82,35.70980554,-80.25341273,108
06-024-0-000-0087-a-0-0,1.02,35.7048605,-80.25396167,108
06-025-0-000-0008-0-0-0,1.42,35.69524592,-80.26689241,108
06-025-0-000-0012-0-0-0,2,35.69977614,-80.26640875,108
06-025-0-000-0018-0-0-0,2.82,35.69928688,-80.26124587,108
06-025-0-000-0019-0-0-0,2.36,35.6994342,-80.26262219,108
06-025-0-000-0019-b-0-0,0.69,35.70021681,-80.26569988,108
06-025-0-000-0019-f-0-0,1.86,35.69941457,-80.26498814,108
06-025-0-000-0019-g-0-0,1.76,35.70006523,-80.26517726,108
06-025-0-000-0019-h-0-0,1.14,35.70017508,-80.26436417,108
06-025-0-000-0027-a-0-0,1.06,35.69391847,-80.26191152,108
06-025-0-000-0028-c-0-0,3.07,35.69472341,-80.26437591,108
06-025-0-000-0030-c-0-0,2,35.68858684,-80.25364975,108
06-025-0-000-0030-e-0-0,7.19,35.68932544,-80.25297185,108
06-025-0-000-0030-f-0-0,3.5,35.69022134,-80.25389667,108
06-025-0-000-0030-g-0-0,4.02,35.69010402,-80.25533974,108
06-025-0-000-0030-h-0-0,4.06,35.68939483,-80.25542014,108
06-025-0-000-0037-0-0-0,1.75,35.69416208,-80.25825906,108
06-025-0-000-0041-0-0-0,10.94,35.68936432,-80.25193753,108
06-025-0-000-0047-a-0-0,1.11,35.68931693,-80.25111388,108
06-025-0-000-0057-0-0-0,0.92,35.69947847,-80.26734548,108
06-025-c-000-0002-b-0-0,0.805,35.69574837,-80.25583474,108
06-025-c-000-0048-0-0-0,0.8,35.69575863,-80.25938012,108
06-025-c-000-0075-0-0-0,1,35.69846628,-80.26074427,108
06-025-c-000-0081-0-0-0,1.1,35.69764297,-80.26079666,108
06-025-c-000-0086-0-0-0,1,35.6968465,-80.26084769,108
06-025-c-000-0105-0-0-0,1,35.694501,-80.25979638,108
06-025-e-00b-0011-0-0-0,0.8,35.69665606,-80.2534463,108
