«APN»,«Lot_Acreage»,lat,lon,cluster
06-040-e-000-0031-a-0-0,0.69,35.64641244,-80.28245281,113
06-040-e-000-0032-0-0-0,2.43,35.64645585,-80.28150422,113
0604000000004a,1.09,35.64211849,-80.27705141,113
07-002-0-000-0003-0-0-0,25.47,35.74764449,-80.11876293,114
07-002-0-000-0007-b-0-0,1.62,35.74502226,-80.12289244,114
07-002-0-000-0014-0-0-0,8.5,35.74544138,-80.11703997,114
07-002-0-000-0016-0-0-0,46.9,35.74769259,-80.11459641,114
07-002-0-000-0028-0-0-0,2.79,35.74977118,-80.10813446,114
07-002-0-000-0090-0-0-0,4.25,35.74644059,-80.11456437,114
07-002-0-000-0092-0-0-0,6.54,35.75368157,-80.11705908,114
07-002-0-000-0092-a-0-0,10.95,35.75471609,-80.11733221,114
07-002-a-000-0002-0-0-0,0.78,35.75121089,-80.10662877,114
07-002-a-000-0006-0-0-0,0.87,35.74978254,-80.10574694,114
07-002-b-000-0003-0-0-0,0.77,35.75240808,-80.10867784,114
07-002-b-000-0005-0-0-0,0.7,35.75180556,-80.10870352,114
07-003-0-000-0024-a-0-0,1.46,35.74550964,-80.10165333,114
07-003-0-000-0114-0-0-0,7.6,35.74255506,-80.1013317,114
07-007-0-000-0003-b-0-0,12.5,35.73930971,-80.10005167,114
07-008-0-000-0003-0-0-0,28.62,35.7416562,-80.12665782,114
07-008-0-000-0005-c-0-0,2.21,35.74097863,-80.12377412,114
07-008-0-000-0010-0-0-0,10,35.73639417,-80.12406074,114
07-008-0-000-0011-0-0-0,21.31,35.73427534,-80.12609238,114
07-008-0-000-0018-0-0-0,11.25,35.7312493,-80.12195796,114
07-008-0-000-0027-0-0-0,7.3,35.735191,-80.11187851,114
07-008-0-000-0030-a-0-0,58.64,35.73609541,-80.11600525,114
07-008-0-000-0032-0-0-0,7.48,35.73782614,-80.11808648,114
07-008-0-000-0032-c-0-0,3.76,35.73773652,-80.11432151,114
07-008-0-000-0044-0-0-0,1.5,35.74477983,-80.11024201,114
07-008-0-000-0051-a-0-0,35.46,35.73687934,-80.10506502,114
07-008-0-000-0067-0-0-0,2.91,35.73700848,-80.10283055,114
07-008-0-000-0072-0-0-0,2.79,35.74559957,-80.1114116,114
07-008-0-000-0075-b-0-0,7.71,35.73495107,-80.11081394,114
07-008-0-000-0075-d-0-0,11.61,35.73783096,-80.10967841,114
07-008-0-000-0083-0-0-0,28,35.73673299,-80.12713067,114
07-008-0-000-0084-0-0-0,13.82,35.74157148,-80.12092908,114
07-008-a-000-0003-a-0-0,2.73,35.74310139,-80.10571699,114
07-008-a-000-0006-a-0-0,2.23,35.74142779,-80.10541721,114
07-012-0-000-0032-0-0-0,163.58,35.72811277,-80.11454677,114
07-013-0-000-0001-a-0-0,1.5,35.73331285,-80.10419907,114
07-013-0-000-0004-0-0-0,11.38,35.7340475,-80.10295208,114
07-006-0-000-0005-b-0-0,1.74,35.72558549,-80.07776392,115
07-007-0-000-0013-a-0-0,1.77,35.73515738,-80.09700424,115
07-007-0-000-0029-a-0-0,7.29,35.73491857,-80.0923752,115
07-007-0-000-0030-a-0-0,2.35,35.73034826,-80.09167206,115
07-007-0-000-0030-b-0-0,17.67,35.73237695,-80.09212299,115
07-007-0-000-0033-0-0-0,8.58,35.73099892,-80.08810933,115
07-007-0-000-0034-b-0-0,3.31,35.73320573,-80.08727976,115
07-007-0-000-0038-0-0-0,1,35.73343546,-80.08419297,115
07-007-0-000-0041-b-0-0,1.73,35.73612299,-80.09139449,115
07-007-0-000-0048-a-0-0,11.23,35.73522371,-80.0824988,115
07-012-a-000-0003-a-0-0,1.8,35.72224459,-80.10838609,115
07-012-a-000-0032-0-0-0,3.12,35.72670413,-80.10339635,115
07-012-a-000-0034-0-0-0,4.45,35.72796831,-80.10310552,115
07-012-a-000-0037-a-0-0,1.95,35.73009775,-80.10248691,115
07-012-b-000-0020-0-0-0,2.7,35.72424963,-80.10276397,115
07-013-0-000-0005-d-0-0,2.03,35.72161706,-80.10120759,115
07-013-0-000-0008-0-0-0,2.88,35.72054708,-80.09792898,115
07-013-0-000-0015-a-0-0,1.29,35.73257028,-80.09734872,115
07-013-0-000-0021-0-0-0,14.5,35.72633358,-80.09282236,115
07-013-0-000-0027-b-0-0,1.56,35.71787954,-80.0855928,115
07-013-0-000-0032-0-0-0,4.03,35.72221437,-80.09178192,115
07-013-0-000-0057-0-0-0,1.9,35.72741215,-80.08459193,115
07-013-0-000-0058-0-0-0,2.2,35.72141302,-80.09776477,115
07-013-0-000-0065-0-0-0,3.86,35.72784543,-80.0848817,115
07-013-0-000-0069-0-0-0,2.2,35.72204984,-80.09004132,115
07-013-0-000-0070-0-0-0,2.16,35.72193267,-80.08876834,115
07-013-0-000-0073-0-0-0,10.19,35.73214852,-80.09371312,115
07-013-0-000-0074-0-0-0,10.52,35.72541246,-80.09456313,115
07-013-a-000-0065-0-0-0,1.11,35.72983891,-80.08999502,115
07-013-a-000-0096-0-0-0,2.6,35.73058514,-80.09032735,115
07-013-b-000-0003-c-0-0,1.19,35.72528705,-80.09105878,115
07-013-b-000-0174-0-0-0,1.14,35.72615606,-80.08973,115
07-013-c-000-0004-0-0-0,1.76,35.725222,-80.08830636,115
07-013-d-000-0007-0-0-0,1.51,35.71995312,-80.10581853,115
07-013-d-000-0008-0-0-0,1.47,35.71995136,-80.10547996,115
07-013-d-000-0014-0-0-0,1.48,35.71989208,-80.10348499,115
07-013-d-000-0015-0-0-0,1.48,35.71988155,-80.10314842,115
07-013-d-000-0016-0-0-0,1.48,35.719871,-80.10281185,115
07-013-d-000-0018-0-0-0,1.48,35.71985018,-80.10213855,115
07-013-d-000-0019-0-0-0,1.49,35.71983937,-80.10180182,115
07-014-a-000-0001-0-0-0,1.17,35.72524284,-80.07951862,115
07-014-a-000-0008-0-0-0,5.34,35.71860625,-80.08167188,115
07-016-0-000-0008-0-0-0,2.07,35.71724884,-80.10558406,115
07-016-0-000-0011-0-0-0,18.79,35.71612872,-80.10189271,115
07-016-0-000-0011-d-0-0,18.79,35.71812301,-80.10203109,115
07-016-0-000-0012-0-0-0,11.73,35.71574831,-80.10580183,115
07-016-0-000-0031-a-0-0,22.72,35.70624924,-80.09258466,115
07-016-0-000-0035-0-0-0,2.67,35.71540263,-80.08716682,115
07-016-0-000-0047-0-0-0,27.56,35.70526362,-80.09005121,115
07-016-0-000-0053-a-0-0,3.94,35.71201696,-80.08765939,115
07-016-0-000-0053-b-0-0,5.5,35.71205301,-80.08918169,115
07-016-0-000-0059-0-0-0,4,35.70971075,-80.09174563,115
07-016-0-000-0060-0-0-0,2.58,35.71565275,-80.08706584,115
07-016-b-000-0043-0-0-0,1.96,35.71064462,-80.09652226,115
07-016-b-000-0072-0-0-0,5.68,35.71248011,-80.09338793,115
07-016-b-000-0161-0-0-0,5.06,35.7140474,-80.09317822,115
07-016-b-000-0255-f-0-0,3.23,35.71537487,-80.09534688,115
07-016-b-000-0259-b-0-0,1.15,35.71338512,-80.10035138,115
07-006-0-000-0007-e-0-0,1.7,35.72298783,-80.07589856,116
07-006-0-000-0028-0-0-0,4.47,35.72550377,-80.06237404,116
07-006-0-000-0031-0-0-0,4.5,35.72326114,-80.06231055,116
07-006-0-000-0034-0-0-0,27.52,35.72503221,-80.06858752,116
07-006-0-000-0068-0-0-0,12.5,35.72200599,-80.06812291,116
07-014-0-000-0002-0-0-0,52.31,35.71864609,-80.07236251,116
07-014-0-000-0002-a-0-0,67.09,35.70377248,-80.07478109,116
07-014-0-000-0002-b-0-0,50,35.71029531,-80.07421493,116
07-014-0-000-0004-0-0-0,54.52,35.71561869,-80.06711153,116
07-014-0-000-0011-b-0-0,10,35.71633979,-80.05858475,116
07-014-0-000-0011-d-0-0,4.02,35.71102649,-80.05946445,116
07-014-0-000-0014-0-0-0,20.12,35.71519487,-80.07464169,116
07-014-0-000-0015-a-0-0,1.22,35.7168146,-80.06105029,116
07-014-0-000-0016-0-0-0,34.49,35.72024194,-80.07571679,116
07-014-0-000-0018-0-0-0,2,35.71785227,-80.06608672,116
07-014-0-000-0020-0-0-0,3.06,35.71473948,-80.0577245,116
07-014-a-000-0016-0-0-0,3.3,35.71984622,-80.0786197,116
07-014-b-000-0024-0-0-0,1.38,35.71699162,-80.07575973,116
07-014-b-000-0050-0-0-0,2.68,35.71406411,-80.07763521,116
07-015-0-000-0009-a-0-0,61.92,35.70949335,-80.07760741,116
07-015-0-000-0009-b-0-0,2.54,35.7004937,-80.07741951,116
07-015-0-000-0013-a-0-0,4.52,35.69803617,-80.07409268,116
07-015-0-000-0014-c-0-0,4.83,35.69819566,-80.07037413,116
07-015-0-000-0019-0-0-0,105.26,35.70860242,-80.0683677,116
07-015-0-000-0019-g-0-0,2.08,35.70468845,-80.06690375,116
07-015-0-000-0028-0-0-0,3.72,35.7048799,-80.05925368,116
07-015-0-000-0029-0-0-0,13.52,35.70527909,-80.06053575,116
07-015-0-000-0032-0-0-0,11.15,35.70267668,-80.06299932,116
07-015-0-000-0059-a-0-0,11.98,35.69583182,-80.06409518,116
07-015-0-000-0062-0-0-0,2.8,35.70231925,-80.06809601,116
07-015-0-000-0077-0-0-0,1.24,35.69798075,-80.06567559,116
07-015-a-000-0020-0-0-0,1.99,35.70089912,-80.06602144,116
07-015-b-000-0003-0-0-0,0.96,35.71018599,-80.06241098,116
07-015-b-000-0005-0-0-0,0.95,35.71018642,-80.06156891,116
07-015-b-000-0006-0-0-0,0.96,35.71022113,-80.06113873,116
07-015-b-000-0014-0-0-0,1.36,35.70791197,-80.05942862,116
07-015-b-000-0018-0-0-0,1.58,35.70638069,-80.05970299,116
07-015-b-000-0019-0-0-0,0.83,35.7063538,-80.06049539,116
07-015-b-000-0026-0-0-0,1.3,35.7087214,-80.06107354,116
07-015-b-000-0029-0-0-0,0.75,35.70925755,-80.06165155,116
07-015-b-000-0030-0-0-0,0.94,35.70935092,-80.06219143,116
07-016-0-000-0037-a-0-0,52,35.71526113,-80.08159315,116
07-023-0-000-0022-0-0-0,5,35.69873686,-80.08103388,116
07-023-0-000-0027-0-0-0,5,35.69892962,-80.08574076,116
07-024-0-000-0001-0-0-0,2.31,35.69881919,-80.07962254,116
07-024-0-000-0001-b-0-0,1.01,35.69822261,-80.07851768,116
07-024-0-000-0001-f-0-0,2.44,35.69906391,-80.07840925,116
07-024-0-000-0015-e-0-0,2.57,35.69631107,-80.07612163,116
07-024-0-000-0015-f-0-0,2.61,35.69573189,-80.07622212,116
07-024-0-000-0016-0-0-0,32.5,35.69749272,-80.08471258,116
07-024-0-000-0018-0-0-0,61.4,35.69146193,-80.07998143,116
0700600000007h,2.12,35.7226569,-80.07688641,116
0700600000007k,4.17,35.72224793,-80.07447128,116
0700600000015d,12,35.7213579,-80.06256066,116
0701400000015b,3.43,35.71589731,-80.0605426,116
07-009-0-000-0001-c,4.05,35.738354,-80.166038,117
07-010-0-000-0018-0-0-0,5.35,35.72845286,-80.16750418,117
07-010-0-000-0029-0-0-0,23.49,35.72508133,-80.16792519,117
07-010-0-000-0041-0-0-0,6.35,35.72981824,-80.16760417,117
07-010-0-000-0046-0-0-0,2.16,35.73422512,-80.16869405,117
15-011-0-000-0008-0-0-0,9.32,35.74234099,-80.18070435,117
15-011-0-000-0008-b-0-0,4,35.74102659,-80.18241161,117
15-011-0-000-0008-c-0-0,4.94,35.74056485,-80.1800687,117
15-011-0-000-0014-0-0-0,10.23,35.74000152,-80.18012288,117
15-011-0-000-0015-0-0-0,9.96,35.73951213,-80.18038094,117
15-011-0-000-0038-0-0-0,12.86,35.74331856,-80.16673,117
15-016-0-000-0001-0-0-0,3.83,35.73422372,-80.19258123,117
15-016-0-000-0001-a-0-0,6.5,35.7350316,-80.19092169,117
15-016-0-000-0001-g-0-0,7.95,35.73840068,-80.19121161,117
15-016-0-000-0001-h-0-0,12.21,35.73630082,-80.19180711,117
15-016-0-000-0003-a-0-0,20.47,35.73236786,-80.18878478,117
15-016-0-000-0010-0-0-0,32.74,35.72617469,-80.1796088,117
15-016-0-000-0011-a-0-0,8,35.73421232,-80.17792262,117
15-016-0-000-0012-a-0-0,20.7,35.73644159,-80.17978458,117
15-016-0-000-0014-a-0-0,7.55,35.7354331,-80.1849229,117
15-016-0-000-0014-b-0-0,8.08,35.73541411,-80.18338787,117
15-016-0-000-0022-b-0-0,2.18,35.73374256,-80.16845626,117
15-016-0-000-0024-b-0-0,9.98,35.73412592,-80.17586158,117
15-016-0-000-0027-0-0-0,31.6,35.72559614,-80.17362982,117
15-016-0-000-0027-c-0-0,3.27,35.7259881,-80.1697207,117
15-016-0-000-0056-0-0-0,1.44,35.73596908,-80.17509027,117
15-016-a-000-0006-0-0-0,3,35.73203257,-80.17925932,117
15-016-a-000-0009-0-0-0,2.86,35.72789441,-80.17933615,117
15-017-0-000-0001-e-0-0,3.92,35.72432822,-80.18469952,117
15-017-0-000-0001-f-0-0,18.94,35.72353631,-80.17914497,117
15-017-0-000-0001-k-0-0,1.66,35.72258611,-80.18211499,117
15-017-0-000-0002-0-0-0,5.72,35.72246219,-80.17602362,117
15-017-0-000-0004-c-0-0,27.42,35.72149457,-80.1708649,117
15-017-0-000-0004-d-0-0,1.54,35.7228329,-80.17268302,117
15-017-0-000-0005-0-0-0,61,35.71940565,-80.16985617,117
15-017-0-000-0006-0-0-0,21.43,35.72033408,-80.18036123,117
15-017-0-000-0006-b-0-0,8.91,35.72065626,-80.17672102,117
15-017-0-000-0008-a-0-0,10,35.71988429,-80.18502116,117
15-017-0-000-0009-a-0-0,17.32,35.71602198,-80.18067368,117
15-017-0-000-0012-c,4.35,35.714666,-80.174193,117
15-017-0-000-0025-0-0-0,5.72,35.72244607,-80.17716864,117
15-017-0-000-0026-0-0-0,5.72,35.72248126,-80.17832566,117
15-017-0-000-0027-0-0-0,5.72,35.72251702,-80.17949754,117
15-017-0-000-0028-0-0-0,6.9,35.71851521,-80.17913448,117
15-017-0-000-0028-a-0-0,15.11,35.71782148,-80.17699603,117
15-017-0-000-0032-0-0-0,2.14,35.72118477,-80.18084635,117
15-018-0-000-0014-a-0-0,2,35.72327816,-80.19090768,117
15-018-0-000-0016-0-0-0,1.13,35.72339677,-80.18966768,117
15-018-0-000-0018-0-0-0,2,35.72425545,-80.19014977,117
15-018-0-000-0022-0-0-0,21.64,35.72050919,-80.18879826,117
15-018-a-000-0005-0-0-0,5.72,35.72458535,-80.18804259,117
15-018-a-000-0023-a-0-0,3.24,35.72499701,-80.18964819,117
07-010-0-000-0003-a-0-0,2,35.72427853,-80.16002623,118
07-010-0-000-0003-c-0-0,5.34,35.72425296,-80.1611986,118
07-010-0-000-0003-d-0-0,8.5,35.72644781,-80.16135833,118
07-010-0-000-0008-0-0-0,45,35.7274819,-80.15385753,118
07-010-0-000-0010-0-0-0,38.13,35.72728992,-80.1486897,118
07-010-0-000-0014-0-0-0,19.37,35.72649515,-80.15899893,118
07-010-0-000-0025-0-0-0,4.4,35.72442015,-80.16523673,118
07-010-0-000-0027-0-0-0,32.17,35.72993761,-80.16399359,118
07-010-0-000-0028-0-0-0,22.88,35.72766854,-80.16431178,118
07-010-0-000-0034-a-0-0,4.95,35.73130151,-80.15181853,118
07-010-0-000-0035-0-0-0,6.17,35.73076922,-80.15673838,118
07-010-0-000-0036-0-0-0,6.17,35.7304455,-80.15510509,118
07-010-0-000-0038-0-0-0,6.17,35.72688218,-80.15634378,118
07-010-0-000-0039-0-0-0,6.17,35.72676143,-80.15580272,118
07-010-0-000-0040-0-0-0,6.17,35.72664209,-80.15524862,118
07-018-0-000-0002-g-0-0,16.22,35.71335785,-80.15033333,118
07-018-0-000-0002-h-0-0,38.12,35.71419226,-80.15305671,118
07-018-0-000-0008-0-0-0,53.5,35.70969155,-80.14613262,118
07-018-0-000-0009-0-0-0,22.75,35.70791724,-80.1494432,118
07-018-0-000-0010-0-0-0,21.91,35.70722689,-80.14938186,118
07-018-0-000-0021-0-0-0,11.53,35.71954938,-80.14939726,118
07-019-0-000-0003-0-0-0,36.5,35.71299997,-80.16563355,118
07-019-0-000-0003-a-0-0,32.25,35.71299596,-80.16765699,118
07-019-0-000-0004-a-0-0,0.83,35.71050731,-80.16998104,118
07-019-0-000-0004-b-0-0,1.51,35.71013147,-80.16953038,118
07-019-0-000-0007-a-0-0,18,35.7085741,-80.16226564,118
07-019-0-000-0008-0-0-0,170.41,35.71286257,-80.1576111,118
07-019-0-000-0009-0-0-0,46.33,35.71050138,-80.16029228,118
07-019-0-000-0012-0-0-0,35.2,35.72170257,-80.16428731,118
07-019-0-000-0015-0-0-0,23.27,35.72120861,-80.15667218,118
07-020-0-000-0012-0-0-0,12.14,35.70592526,-80.16067679,118
07-021-0-000-0001-0-0-0,10.9,35.70655971,-80.14948601,118
07-021-0-000-0001-a,10.9,35.70655971,-80.14948601,118
07-021-0-000-0002-0-0-0,21.63,35.70587622,-80.14994398,118
07-021-0-000-0003-0-0-0,11.11,35.70502047,-80.14631383,118
07-021-0-000-0004-0-0-0,21.72,35.70456186,-80.15087854,118
07-021-0-000-0023-0-0-0,27,35.70393203,-80.15081062,118
07-021-0-000-0025-0-0-0,11.11,35.70529323,-80.15291222,118
07-010-0-000-0011-0-0-0,40,35.72724145,-80.14689195,119
07-011-0-000-0001-0-0-0,36.47,35.73776975,-80.1306521,119
07-011-0-000-0005-b-0-0,15.66,35.73222831,-80.13980358,119
07-011-0-000-0005-c-0-0,1.5,35.73005134,-80.14024817,119
07-011-0-000-0005-d-0-0,1,35.72999141,-80.13779465,119
07-011-0-000-0006-0-0-0,5.06,35.72286095,-80.13440285,119
07-011-0-000-0006-a-0-0,16.31,35.72328847,-80.14267937,119
07-011-0-000-0006-b-0-0,7.59,35.72313061,-80.13948896,119
07-011-0-000-0006-c-0-0,7.55,35.72302224,-80.13746625,119
07-011-0-000-0006-d-0-0,5.17,35.72293107,-80.1357652,119
07-011-0-000-0008-0-0-0,21.92,35.72926595,-80.13065772,119
07-011-0-000-0010-0-0-0,2.29,35.7302463,-80.12456494,119
07-011-0-000-0030-0-0-0,39.58,35.73294713,-80.1368524,119
07-011-0-000-0033-0-0-0,10.26,35.7348845,-80.12959265,119
07-011-0-000-0035-0-0-0,34.72,35.72599732,-80.13482953,119
07-012-0-000-0003-0-0-0,122.79,35.72362134,-80.12489433,119
07-012-0-000-0004-0-0-0,29.5,35.72100217,-80.1285312,119
07-012-0-000-0027-0-0-0,1,35.72368191,-80.11964856,119
07-017-0-000-0001-0-0-0,5,35.72299974,-80.13264611,119
07-017-0-000-0002-0-0-0,8.66,35.72179703,-80.13277469,119
07-017-0-000-0007-0-0-0,33,35.71222508,-80.12332516,119
07-018-0-000-0002-f-0-0,34.8,35.71814414,-80.1451186,119
07-018-0-000-0002-r-0-0,1.77,35.71390634,-80.14115937,119
07-018-0-000-0003-0-0-0,40,35.72165759,-80.13934024,119
07-018-0-000-0004-0-0-0,7.56,35.72012861,-80.14212175,119
07-018-0-000-0004-a-0-0,16.31,35.71950391,-80.1354105,119
07-018-0-000-0004-b-0-0,7.08,35.71964945,-80.13739045,119
07-018-0-000-0004-c-0-0,3.79,35.7197186,-80.13833131,119
07-018-0-000-0004-d-0-0,7.29,35.71979016,-80.13930518,119
07-018-0-000-0004-e-0-0,8.31,35.7198927,-80.14070076,119
07-018-0-000-0006-c-0-0,2,35.70944979,-80.13558651,119
07-018-0-000-0006-e-0-0,3.72,35.70929963,-80.13794906,119
07-018-0-000-0006-f-0-0,3.72,35.70965012,-80.13858176,119
07-018-0-000-0020-0-0-0,48.39,35.71711484,-80.13746829,119
07-021-0-000-0013-a-0-0,0.91,35.70789598,-80.13489886,119
07-022-0-000-0034-0-0-0,7.56,35.70346303,-80.13039965,119
0701800000006j,4.26,35.71035221,-80.13460846,119
07-016-0-000-0024-a-0-0,6.53,35.70825432,-80.1035935,120
07-016-0-000-0025-0-0-0,1.2,35.70662548,-80.10543818,120
07-016-0-000-0026-0-0-0,10.35,35.70480105,-80.10749382,120
07-016-0-000-0028-0-0-0,32.92,35.70609644,-80.10254255,120
07-016-0-000-0030-0-0-0,73.7,35.70726053,-80.09815794,120
07-016-0-000-0030-a-0-0,5.42,35.70637471,-80.10083173,120
07-016-a-000-0001-0-0-0,0.77,35.71086782,-80.10613172,120
07-016-a-000-0031-0-0-0,7.42,35.71281481,-80.10766411,120
07-017-0-000-0012-0-0-0,327.15,35.71386957,-80.11523235,120
07-017-0-000-0016-0-0-0,44,35.70575296,-80.11174094,120
07-022-0-000-0007-0-0-0,22.7,35.70035546,-80.12680441,120
07-022-0-000-0019-c-0-0,31,35.70197095,-80.12060551,120
07-022-0-000-0019-d-0-0,32.99,35.70104221,-80.11616482,120
07-022-0-000-0019-i-0-0,10.91,35.69508202,-80.10992187,120
07-022-0-000-0019-k-0-0,29.5,35.69519753,-80.11420865,120
07-022-0-000-0019-m-0-0,3.6,35.70718779,-80.11995817,120
07-022-0-000-0019-n-0-0,2.06,35.70701172,-80.11784914,120
07-022-0-000-0031-0-0-0,5.72,35.69547163,-80.11767716,120
07-022-0-000-0039-0-0-0,4.51,35.69873537,-80.12482991,120
07-022-0-000-0040-0-0-0,5.02,35.69841577,-80.12371241,120
07-022-0-000-0041-0-0-0,5.37,35.70260256,-80.12411288,120
07-022-0-000-0042-0-0-0,5,35.70321436,-80.12230861,120
07-023-0-000-0001-a-0-0,3.99,35.70395139,-80.1058142,120
07-023-0-000-0005-0-0-0,99.01,35.69411302,-80.10631578,120
07-023-0-000-0009-0-0-0,9.33,35.69010266,-80.10332747,120
07-023-0-000-0019-0-0-0,23.64,35.69972621,-80.10654381,120
07-023-0-000-0019-a-0-0,3,35.70183226,-80.1048557,120
07-023-0-000-0019-f-0-0,5.69,35.69880557,-80.10512082,120
07-023-0-000-0020-0-0-0,134.7,35.69751356,-80.09409652,120
07-023-0-000-0020-b-0-0,10,35.6990264,-80.101682,120
07-026-0-000-0004-0-0-0,24.17,35.68708099,-80.1082893,120
07-027-0-000-0005-a-0-0,47.75,35.68921085,-80.12032387,120
07-027-0-000-0006-0-0-0,67.72,35.68734851,-80.11581662,120
07-027-0-000-0007-a-0-0,5.3,35.69202213,-80.11087587,120
0702200000019w,5.27,35.70615535,-80.11587733,120
07-020-0-000-0006-0-0-0,15.8,35.69220829,-80.16915127,121
07-029-0-000-0001-0-0-0,15.8,35.69099937,-80.16896869,121
07-029-0-000-0002-0-0-0,15.8,35.689854,-80.16790808,121
07-029-0-000-0003-0-0-0,15.3,35.68833673,-80.16789822,121
07-029-0-000-0019-0-0-0,1.6,35.68685523,-80.17394302,121
07-029-0-000-0019-c-0-0,1.37,35.68401302,-80.17374872,121
07-029-0-000-0019-i-0-0,1.16,35.68244751,-80.17355282,121
09-004-0-000-0005-a-0-0,179.55,35.68278875,-80.1666985,121
15-017-0-000-0017-0-0-0,54.28,35.71138529,-80.17985675,121
15-017-0-000-0020-0-0-0,8,35.70753349,-80.17428021,121
15-017-0-000-0033-0-0-0,2.62,35.70735223,-80.17623962,121
15-023-0-000-0013-0-0-0,55.8,35.7064316,-80.19361511,121
15-024-0-000-0001-0-0-0,116.45,35.70661562,-80.18767687,121
15-024-0-000-0004-0-0-0,6,35.70181468,-80.19126625,121
15-024-0-000-0005-0-0-0,120.84,35.6916909,-80.18939187,121
15-024-0-000-0006-a-0-0,27.45,35.70379805,-80.17993199,121
15-024-0-000-0008-b-0-0,10.01,35.70568467,-80.18062422,121
15-024-0-000-0012-0-0-0,15.67,35.70030204,-80.17057363,121
15-024-0-000-0012-d-0-0,1.25,35.70518707,-80.17397244,121
15-024-0-000-0013-0-0-0,15.69,35.69964341,-80.17059509,121
15-024-0-000-0014-0-0-0,45.68,35.6984252,-80.17073561,121
15-024-0-000-0017-0-0-0,14.8,35.69398826,-80.17744651,121
15-024-0-000-0022-a-0-0,7.01,35.70625062,-80.17553659,121
15-024-0-000-0030-0-0-0,21,35.69886519,-80.19148398,121
15-024-0-000-0031-0-0-0,45.71,35.696509,-80.17162199,121
15-024-0-000-0034-0-0-0,37.41,35.70085514,-80.18535286,121
15-024-0-000-0036-0-0-0,5.67,35.70308569,-80.18756257,121
15-024-0-000-0038-0-0-0,8.87,35.70082939,-80.18049188,121
15-024-0-000-0039-0-0-0,10.14,35.70055246,-80.17950537,121
15-024-0-000-0043-0-0-0,17.01,35.69251315,-80.17726381,121
15-025-0-000-0007-0-0-0,77.85,35.68446934,-80.18408961,121
15-025-0-000-0018-0-0-0,23,35.68609725,-80.17571997,121
07-021-0-000-0006-0-0-0,46.55,35.6961733,-80.14701705,122
07-021-0-000-0007-0-0-0,22.75,35.69939258,-80.14540229,122
07-021-0-000-0008-a-0-0,22.66,35.69383677,-80.14534226,122
07-021-0-000-0010-0-0-0,18.75,35.69831742,-80.14614485,122
07-021-0-000-0015-b-0-0,8.37,35.69757414,-80.14051691,122
07-022-0-000-0009-0-0-0,25,35.70155223,-80.1309167,122
07-022-0-000-0011-0-0-0,75,35.69787458,-80.13019481,122
07-027-0-000-0001-0-0-0,83.5,35.69398147,-80.1325786,122
07-027-0-000-0003-0-0-0,2.25,35.68632233,-80.1324487,122
07-027-0-000-0013-b-0-0,2.88,35.69075916,-80.1373866,122
07-027-0-000-0013-c-0-0,3.97,35.69070156,-80.13667892,122
07-028-0-000-0001-b-0-0,12.9,35.69123163,-80.1469657,122
07-028-0-000-0003-0-0-0,32.81,35.68366763,-80.14546207,122
07-028-0-000-0003-c-0-0,36.12,35.68771178,-80.14169169,122
07-028-0-000-0004-0-0-0,48.15,35.6889303,-80.15085896,122
07-028-0-000-0005-a-0-0,13.77,35.68597185,-80.15299576,122
07-028-0-000-0005-c-0-0,21.78,35.68668592,-80.14935786,122
07-028-0-000-0006-0-0-0,44.7,35.68370806,-80.1521805,122
07-028-0-000-0008-a-0-0,0.75,35.6807126,-80.14400652,122
07-028-0-000-0009-0-0-0,7.4,35.68022981,-80.14586215,122
07-028-0-000-0013-0-0-0,103.54,35.68243846,-80.13955038,122
07-028-0-000-0013-a-0-0,5.28,35.67765575,-80.13896807,122
07-028-0-000-0014-0-0-0,138.82,35.68166291,-80.13315207,122
07-028-0-000-0015-0-0-0,5.31,35.67965898,-80.1446725,122
07-029-0-000-0007-a-0-0,24,35.68454762,-80.15854141,122
07-029-0-000-0012-0-0-0,10.65,35.67435699,-80.15210224,122
07-030-0-000-0001-0-0-0,42.92,35.67808224,-80.1479115,122
07-031-0-000-0001-a-0-0,0.87,35.67675087,-80.13560652,122
07-031-0-000-0011-0-0-0,19,35.67715613,-80.12933269,122
07-031-0-000-0023-0-0-0,18.84,35.67669931,-80.12632984,122
07-023-0-000-0013-0-0-0,6,35.68857794,-80.09312922,123
07-025-0-000-0003-0-0-0,2.06,35.67893535,-80.08149898,123
07-025-0-000-0005-a-0-0,45.92,35.67481243,-80.08023099,123
07-026-0-000-0006-0-0-0,4.5,35.68726205,-80.10183892,123
07-026-0-000-0007-0-0-0,18.11,35.68560268,-80.10173049,123
07-026-0-000-0007-a-0-0,8.67,35.68522826,-80.10395218,123
07-026-0-000-0011-0-0-0,2.34,35.68263498,-80.10033771,123
07-026-0-000-0013-0-0-0,37.1,35.68096033,-80.10188208,123
07-026-0-000-0019-0-0-0,126,35.68854449,-80.08999876,123
07-026-0-000-0020-0-0-0,2,35.68881374,-80.08846809,123
07-026-0-000-0023-0-0-0,31.3,35.67729333,-80.10325492,123
07-026-0-000-0026-b-0-0,7.03,35.67982319,-80.0927939,123
07-026-0-000-0026-e-0-0,7.6,35.67952608,-80.09497704,123
07-032-0-000-0003-0-0-0,21.53,35.67260245,-80.09814717,123
07-032-0-000-0005-0-0-0,7.52,35.67650878,-80.09652987,123
07-032-0-000-0008-0-0-0,10.32,35.67769791,-80.09223174,123
